Age,In Squad,Appearances,Goals,Assists,Yellow Cards,Second Yellows,Straight Reds,Substituted On,Substituted Off,PPG,Minutes Played,Season,Placement,Champions League,Domestic Cup,TOTY,TOTY_Nominee,League_bundesliga,League_laliga,League_ligue-1,League_premier-league,League_serie-a,Position_Attacker,Position_Defender,Position_Goalkeeper,Position_Midfielder
24,47,32,2,4,6,1,0,10,1,2.25,2246.0,8,1,0,1,0,0,False,False,False,False,True,False,True,False,False
30,36,34,1,0,7,1,0,3,4,2.24,2719.0,8,1,0,1,0,1,False,False,False,False,True,False,True,False,False
34,48,42,1,1,3,0,0,3,2,2.24,3603.0,8,1,0,1,0,0,False,False,False,False,True,False,True,False,False
28,50,49,3,1,9,0,0,1,1,2.22,4387.0,8,1,0,1,0,0,False,False,False,False,True,False,True,False,False
31,43,37,2,2,6,0,0,4,15,2.38,2782.0,8,1,0,1,0,0,False,False,False,False,True,False,True,False,False
34,46,35,2,3,5,1,0,3,5,2.43,2779.0,8,1,0,1,0,0,False,False,False,False,True,False,True,False,False
21,33,13,2,0,5,0,0,5,2,1.77,900.0,8,1,0,1,0,0,False,False,False,False,True,False,False,False,True
24,30,16,0,1,1,0,0,7,6,1.56,856.0,8,1,0,1,0,0,False,False,False,False,True,False,False,False,True
27,50,40,5,6,4,0,0,17,7,2.13,2440.0,8,1,0,1,0,0,False,False,False,False,True,False,False,False,True
22,46,28,2,1,10,0,0,10,6,2.0,1756.0,8,1,0,1,0,0,False,False,False,False,True,False,False,False,True
28,28,25,5,3,4,0,1,0,15,2.64,1922.0,8,1,0,1,0,0,False,False,False,False,True,False,False,False,True
29,32,32,0,2,10,0,0,0,5,2.53,2692.0,8,1,0,1,0,0,False,False,False,False,True,False,False,False,True
22,50,49,10,13,12,0,0,3,2,2.29,4285.0,8,1,0,1,1,1,False,False,False,False,True,False,False,False,True
30,43,22,1,0,6,0,1,6,5,2.09,1441.0,8,1,0,1,0,0,False,False,False,False,True,False,False,False,True
31,43,14,1,0,2,0,0,8,2,2.14,589.0,8,1,0,1,0,0,False,False,False,False,True,False,False,False,True
26,27,13,0,2,1,0,0,5,5,2.54,741.0,8,1,0,1,0,0,False,False,False,False,True,False,False,False,True
21,49,46,23,7,3,0,0,11,23,2.3,3081.0,8,1,0,1,0,0,False,False,False,False,True,True,False,False,False
22,47,47,12,11,9,0,0,21,19,2.36,2377.0,8,1,0,1,0,0,False,False,False,False,True,True,False,False,False
24,48,24,8,2,9,0,1,16,5,2.17,959.0,8,1,0,1,0,0,False,False,False,False,True,True,False,False,False
29,38,36,13,3,5,0,0,5,16,2.44,2678.0,8,1,0,1,0,0,False,False,False,False,True,True,False,False,False
32,45,44,0,0,1,0,0,0,0,2.16,3960.0,8,2,0,0,0,0,False,False,False,False,True,False,False,True,False
24,46,42,0,2,12,0,0,1,2,2.21,3676.0,8,2,0,0,0,0,False,False,False,False,True,False,True,False,False
21,45,43,0,2,5,0,0,2,2,2.07,3686.0,8,2,0,0,0,0,False,False,False,False,True,False,True,False,False
25,48,35,1,1,5,0,0,19,7,2.34,1546.0,8,2,0,0,0,0,False,False,False,False,True,False,True,False,False
29,44,39,1,2,10,0,0,1,0,2.13,3442.0,8,2,0,0,0,0,False,False,False,False,True,False,True,False,False
25,45,17,2,0,2,0,0,0,2,2.24,1497.0,8,2,0,0,0,0,False,False,False,False,True,False,True,False,False
24,43,38,0,2,3,0,0,3,3,2.29,3190.0,8,2,0,0,0,0,False,False,False,False,True,False,True,False,False
27,45,13,0,0,1,0,0,3,3,2.15,845.0,8,2,0,0,0,0,False,False,False,False,True,False,True,False,False
33,48,15,1,0,1,0,0,5,0,2.2,959.0,8,2,0,0,0,0,False,False,False,False,True,False,True,False,False
23,44,38,0,6,11,1,0,5,3,2.11,3043.0,8,2,0,0,0,0,False,False,False,False,True,False,False,False,True
24,47,43,3,6,5,0,0,7,13,2.19,3174.0,8,2,0,0,0,0,False,False,False,False,True,False,False,False,True
24,45,26,3,8,2,0,0,21,0,2.5,719.0,8,2,0,0,0,0,False,False,False,False,True,False,False,False,True
29,47,15,0,2,5,0,0,0,4,1.87,1253.0,8,2,0,0,0,0,False,False,False,False,True,False,False,False,True
27,46,46,8,7,1,0,0,3,21,2.13,3707.0,8,2,0,0,0,0,False,False,False,False,True,False,False,False,True
24,46,42,13,10,3,0,0,5,30,2.12,2856.0,8,2,0,0,0,0,False,False,False,False,True,True,False,False,False
28,42,40,11,7,7,1,0,27,7,2.05,1682.0,8,2,0,0,0,0,False,False,False,False,True,True,False,False,False
23,41,30,9,3,1,0,0,21,5,1.9,985.0,8,2,0,0,0,0,False,False,False,False,True,True,False,False,False
28,48,47,13,7,5,0,0,6,23,2.19,3389.0,8,2,0,0,0,0,False,False,False,False,True,True,False,False,False
27,43,42,38,3,3,1,0,4,16,2.12,3291.0,8,2,0,0,0,0,False,False,False,False,True,True,False,False,False
25,44,42,0,0,2,0,0,0,1,1.95,3739.0,8,3,0,0,0,0,False,False,False,False,True,False,False,True,False
22,39,37,2,0,5,0,0,1,0,1.89,3294.0,8,3,0,0,0,0,False,False,False,False,True,False,True,False,False
21,44,42,3,4,4,0,0,2,2,1.79,3620.0,8,3,0,0,0,0,False,False,False,False,True,False,True,False,False
24,43,42,8,3,4,0,0,3,15,1.69,3430.0,8,3,0,0,0,0,False,False,False,False,True,False,True,False,False
24,46,45,2,3,8,0,0,1,3,1.84,3842.0,8,3,0,0,0,0,False,False,False,False,True,False,True,False,False
33,42,19,1,2,2,0,1,5,8,1.89,1247.0,8,3,0,0,0,0,False,False,False,False,True,False,True,False,False
30,35,15,1,0,3,0,0,8,1,1.47,728.0,8,3,0,0,0,0,False,False,False,False,True,False,True,False,False
25,42,41,12,11,10,1,0,3,7,1.8,3344.0,8,3,0,0,0,0,False,False,False,False,True,False,False,False,True
27,43,42,6,2,12,1,0,2,6,1.93,3525.0,8,3,0,0,0,0,False,False,False,False,True,False,False,False,True
31,38,31,3,2,11,0,0,3,6,1.65,2430.0,8,3,0,0,0,0,False,False,False,False,True,False,False,False,True
35,33,23,1,0,4,0,0,4,5,2.04,1633.0,8,3,0,0,0,0,False,False,False,False,True,False,False,False,True
26,42,21,0,2,5,0,0,14,5,1.62,851.0,8,3,0,0,0,0,False,False,False,False,True,False,False,False,True
23,42,42,15,7,1,1,0,3,19,1.93,3402.0,8,3,0,0,0,0,False,False,False,False,True,True,False,False,False
22,19,18,8,2,0,0,0,1,14,2.33,1337.0,8,3,0,0,0,0,False,False,False,False,True,True,False,False,False
29,42,39,10,4,4,0,1,12,5,1.77,2555.0,8,3,0,0,0,0,False,False,False,False,True,True,False,False,False
22,23,19,1,0,1,0,0,13,6,1.32,644.0,8,3,0,0,0,0,False,False,False,False,True,True,False,False,False
25,42,27,3,2,1,0,0,11,12,1.63,1501.0,8,3,0,0,0,0,False,False,False,False,True,True,False,False,False
28,20,17,7,2,0,0,0,1,8,1.88,1329.0,8,3,0,0,0,0,False,False,False,False,True,True,False,False,False
26,17,17,3,6,2,0,0,1,2,2.29,1384.0,8,3,0,0,0,0,False,False,False,False,True,True,False,False,False
38,26,15,5,3,3,0,0,13,3,2.07,408.0,8,3,0,0,0,0,False,False,False,False,True,True,False,False,False
30,40,38,0,0,5,0,0,0,0,1.76,3420.0,8,4,0,0,0,0,False,False,False,False,True,False,False,True,False
22,39,22,0,1,5,1,0,3,8,1.45,1668.0,8,4,0,0,0,0,False,False,False,False,True,False,True,False,False
24,40,23,0,1,4,0,0,4,2,2.09,1725.0,8,4,0,0,0,0,False,False,False,False,True,False,True,False,False
26,39,23,2,1,5,1,0,2,1,1.78,1917.0,8,4,0,0,0,0,False,False,False,False,True,False,True,False,False
23,37,35,2,1,4,3,1,2,2,1.66,2916.0,8,4,0,0,0,0,False,False,False,False,True,False,True,False,False
27,39,34,1,3,11,0,0,2,8,1.74,2791.0,8,4,0,0,0,0,False,False,False,False,True,False,True,False,False
28,40,26,0,0,4,1,1,3,2,1.88,2039.0,8,4,0,0,0,0,False,False,False,False,True,False,True,False,False
32,35,28,1,1,6,1,1,6,5,1.89,1840.0,8,4,0,0,0,0,False,False,False,False,True,False,True,False,False
24,37,13,0,1,2,0,0,1,3,2.0,1098.0,8,4,0,0,0,0,False,False,False,False,True,False,True,False,False
30,34,34,1,2,8,1,1,1,0,1.74,2923.0,8,4,0,0,0,0,False,False,False,False,True,False,True,False,False
22,41,35,7,5,8,0,0,8,4,1.77,2624.0,8,4,0,0,0,0,False,False,False,False,True,False,False,False,True
22,38,30,1,1,7,0,1,3,10,2.03,2310.0,8,4,0,0,0,0,False,False,False,False,True,False,False,False,True
23,37,28,4,3,2,0,0,9,11,1.71,1690.0,8,4,0,0,0,0,False,False,False,False,True,False,False,False,True
29,19,16,1,1,7,0,0,5,3,1.94,971.0,8,4,0,0,0,0,False,False,False,False,True,False,False,False,True
22,39,34,16,4,1,0,0,2,14,1.68,2607.0,8,4,0,0,0,0,False,False,False,False,True,True,False,False,False
26,38,37,9,6,6,0,0,9,9,1.81,2619.0,8,4,0,0,0,0,False,False,False,False,True,True,False,False,False
25,35,28,7,4,4,0,0,8,15,1.86,1715.0,8,4,0,0,0,0,False,False,False,False,True,True,False,False,False
27,39,24,1,2,3,0,0,14,7,1.83,1189.0,8,4,0,0,0,0,False,False,False,False,True,True,False,False,False
28,18,15,1,1,2,0,0,6,6,1.33,858.0,8,4,0,0,0,0,False,False,False,False,True,True,False,False,False
33,41,30,3,4,5,0,0,14,10,1.77,1526.0,8,4,0,0,0,0,False,False,False,False,True,True,False,False,False
29,47,39,0,0,2,0,0,0,1,1.59,3491.0,8,5,0,0,0,0,False,False,False,False,True,False,False,True,False
24,39,39,3,4,9,0,0,7,4,1.51,2940.0,8,5,0,0,0,0,False,False,False,False,True,False,True,False,False
27,45,33,0,0,7,0,0,7,2,1.67,2381.0,8,5,0,0,0,0,False,False,False,False,True,False,True,False,False
28,42,33,1,0,10,0,1,4,4,1.52,2642.0,8,5,0,0,0,0,False,False,False,False,True,False,True,False,False
31,44,41,4,0,8,1,1,0,1,1.59,3657.0,8,5,0,0,0,0,False,False,False,False,True,False,True,False,False
28,46,42,0,0,6,0,0,1,2,1.57,3689.0,8,5,0,0,0,0,False,False,False,False,True,False,True,False,False
33,40,21,0,2,5,0,0,6,7,1.67,1267.0,8,5,0,0,0,0,False,False,False,False,True,False,True,False,False
23,41,38,2,3,8,0,0,6,6,1.61,2913.0,8,5,0,0,0,0,False,False,False,False,True,False,False,False,True
26,38,35,1,2,10,1,0,5,13,1.69,2633.0,8,5,0,0,0,0,False,False,False,False,True,False,False,False,True
27,46,37,15,5,2,0,0,8,22,1.38,2278.0,8,5,0,0,0,0,False,False,False,False,True,False,False,False,True
29,40,27,1,7,3,1,0,12,5,1.56,1419.0,8,5,0,0,0,0,False,False,False,False,True,False,False,False,True
28,25,13,1,0,3,0,0,5,4,2.15,708.0,8,5,0,0,0,0,False,False,False,False,True,False,False,False,True
30,44,42,4,7,6,0,0,2,9,1.57,3504.0,8,5,0,0,0,0,False,False,False,False,True,False,False,False,True
21,45,41,6,4,6,0,0,10,13,1.59,2835.0,8,5,0,0,0,0,False,False,False,False,True,True,False,False,False
23,17,15,2,4,1,0,0,2,9,1.4,1078.0,8,5,0,0,0,0,False,False,False,False,True,True,False,False,False
22,40,24,7,1,2,0,0,9,9,1.67,1200.0,8,5,0,0,0,0,False,False,False,False,True,True,False,False,False
28,17,17,3,2,2,0,1,10,1,1.35,814.0,8,5,0,0,0,0,False,False,False,False,True,True,False,False,False
27,46,42,13,5,5,0,0,13,4,1.55,2980.0,8,5,0,0,0,0,False,False,False,False,True,True,False,False,False
29,34,20,2,3,1,0,0,8,6,1.75,1015.0,8,5,0,0,0,0,False,False,False,False,True,True,False,False,False
28,26,16,2,3,2,0,0,8,5,1.44,712.0,8,5,0,0,0,0,False,False,False,False,True,True,False,False,False
28,38,38,0,0,3,0,1,0,0,1.61,3359.0,8,6,0,0,0,0,False,False,False,False,True,False,False,True,False
27,38,38,4,0,3,0,0,0,0,1.66,3420.0,8,6,0,0,0,0,False,False,False,False,True,False,True,False,False
23,37,36,0,4,8,1,0,0,3,1.67,3151.0,8,6,0,0,0,0,False,False,False,False,True,False,True,False,False
31,36,36,1,1,11,0,0,1,2,1.56,3145.0,8,6,0,0,0,0,False,False,False,False,True,False,True,False,False
34,34,32,0,2,8,0,0,1,2,1.78,2732.0,8,6,0,0,0,0,False,False,False,False,True,False,True,False,False
19,38,20,3,0,5,1,0,6,8,1.45,1242.0,8,6,0,0,0,0,False,False,False,False,True,False,False,False,True
22,38,35,1,4,5,0,0,6,7,1.54,2632.0,8,6,0,0,0,0,False,False,False,False,True,False,False,False,True
24,22,11,0,0,0,0,0,5,5,1.45,483.0,8,6,0,0,0,0,False,False,False,False,True,False,False,False,True
30,36,35,1,0,8,0,0,0,0,1.69,3150.0,8,6,0,0,0,0,False,False,False,False,True,False,False,False,True
29,26,25,2,0,6,1,0,2,3,1.88,1923.0,8,6,0,0,0,0,False,False,False,False,True,False,False,False,True
32,37,23,0,0,3,0,0,10,10,1.74,1197.0,8,6,0,0,0,0,False,False,False,False,True,False,False,False,True
21,40,29,5,2,3,0,0,18,11,1.48,1072.0,8,6,0,0,0,0,False,False,False,False,True,True,False,False,False
20,31,31,7,7,11,0,1,3,16,1.68,2361.0,8,6,0,0,0,0,False,False,False,False,True,True,False,False,False
23,38,38,7,5,8,0,0,9,11,1.66,2604.0,8,6,0,0,0,0,False,False,False,False,True,True,False,False,False
24,36,35,7,6,2,1,0,11,12,1.63,2099.0,8,6,0,0,0,0,False,False,False,False,True,True,False,False,False
24,39,27,3,2,1,0,0,14,9,1.52,1232.0,8,6,0,0,0,0,False,False,False,False,True,True,False,False,False
32,20,16,4,1,0,0,0,7,10,1.19,733.0,8,6,0,0,0,0,False,False,False,False,True,True,False,False,False
16,45,31,0,0,3,0,0,0,1,1.52,2749.0,8,7,0,0,0,0,False,False,False,False,True,False,False,True,False
20,43,40,1,0,8,1,0,1,0,1.7,3513.0,8,7,0,0,0,0,False,False,False,False,True,False,True,False,False
22,45,29,0,0,4,0,0,1,3,1.62,2532.0,8,7,0,0,0,0,False,False,False,False,True,False,True,False,False
28,44,21,1,1,4,0,0,2,1,1.48,1845.0,8,7,0,0,0,0,False,False,False,False,True,False,True,False,False
28,35,28,1,1,8,0,0,0,4,1.57,2343.0,8,7,0,0,0,0,False,False,False,False,True,False,True,False,False
28,36,32,3,3,3,0,0,3,0,1.72,2695.0,8,7,0,0,0,0,False,False,False,False,True,False,True,False,False
33,37,25,3,1,5,0,0,1,3,1.68,2093.0,8,7,0,0,0,0,False,False,False,False,True,False,True,False,False
25,39,39,7,11,8,0,0,3,6,1.69,3310.0,8,7,0,0,0,0,False,False,False,False,True,False,False,False,True
28,36,34,1,4,11,0,0,6,12,1.65,2406.0,8,7,0,0,0,0,False,False,False,False,True,False,False,False,True
24,33,30,1,1,7,0,0,7,8,1.77,1994.0,8,7,0,0,0,0,False,False,False,False,True,False,False,False,True
25,45,24,0,3,2,0,0,16,4,2.17,983.0,8,7,0,0,0,0,False,False,False,False,True,False,False,False,True
29,44,37,2,8,3,0,0,8,13,1.78,2529.0,8,7,0,0,0,0,False,False,False,False,True,False,False,False,True
30,41,35,0,2,6,0,0,2,8,1.66,2936.0,8,7,0,0,0,0,False,False,False,False,True,False,False,False,True
28,24,14,1,0,2,0,0,12,2,2.0,339.0,8,7,0,0,0,0,False,False,False,False,True,False,False,False,True
20,22,21,8,4,3,0,0,4,15,1.9,1412.0,8,7,0,0,0,0,False,False,False,False,True,True,False,False,False
24,27,23,3,1,6,0,0,13,4,1.57,996.0,8,7,0,0,0,0,False,False,False,False,True,True,False,False,False
28,45,43,20,4,2,0,0,3,13,1.6,3575.0,8,7,0,0,0,0,False,False,False,False,True,True,False,False,False
28,34,29,6,4,5,0,0,14,7,1.41,1476.0,8,7,0,0,0,0,False,False,False,False,True,True,False,False,False
28,17,12,4,0,1,0,0,9,2,1.42,383.0,8,7,0,0,0,0,False,False,False,False,True,True,False,False,False
27,20,15,0,1,0,0,0,6,7,1.47,839.0,8,7,0,0,0,0,False,False,False,False,True,True,False,False,False
26,49,20,0,0,1,0,0,2,0,1.9,1681.0,8,8,0,0,0,0,False,False,False,False,True,False,False,True,False
32,39,35,0,0,0,0,0,0,2,1.29,3089.0,8,8,0,0,0,0,False,False,False,False,True,False,False,True,False
21,47,35,1,1,5,1,0,2,2,1.49,2887.0,8,8,0,0,0,0,False,False,False,False,True,False,True,False,False
26,47,36,0,0,16,2,1,7,2,1.56,2687.0,8,8,0,0,0,0,False,False,False,False,True,False,True,False,False
30,36,29,0,0,1,0,0,3,4,1.31,2285.0,8,8,0,0,0,0,False,False,False,False,True,False,True,False,False
31,18,15,1,0,0,0,0,0,1,1.33,1268.0,8,8,0,0,0,0,False,False,False,False,True,False,True,False,False
30,37,27,0,0,10,0,0,4,0,1.56,2216.0,8,8,0,0,0,0,False,False,False,False,True,False,True,False,False
28,32,25,0,2,6,0,1,0,4,1.56,2137.0,8,8,0,0,0,0,False,False,False,False,True,False,True,False,False
31,45,29,0,2,5,0,0,1,5,1.62,2435.0,8,8,0,0,0,0,False,False,False,False,True,False,True,False,False
20,45,35,3,0,10,1,0,11,6,1.63,2355.0,8,8,0,0,0,0,False,False,False,False,True,False,False,False,True
20,50,27,2,5,10,1,0,5,8,1.7,1892.0,8,8,0,0,0,0,False,False,False,False,True,False,False,False,True
28,47,44,12,4,4,0,0,6,18,1.41,3141.0,8,8,0,0,0,0,False,False,False,False,True,False,False,False,True
22,44,22,2,2,3,0,0,1,10,1.45,1673.0,8,8,0,0,0,0,False,False,False,False,True,False,False,False,True
35,41,19,1,1,0,0,0,10,8,1.79,732.0,8,8,0,0,0,0,False,False,False,False,True,False,False,False,True
30,41,40,6,1,12,0,0,1,5,1.45,3372.0,8,8,0,0,0,0,False,False,False,False,True,False,False,False,True
29,41,39,3,6,12,1,0,5,8,1.44,2925.0,8,8,0,0,0,0,False,False,False,False,True,False,False,False,True
29,38,36,5,6,10,1,0,1,3,1.56,3108.0,8,8,0,0,0,0,False,False,False,False,True,False,False,False,True
22,51,47,9,5,2,0,0,16,15,1.43,2927.0,8,8,0,0,0,0,False,False,False,False,True,True,False,False,False
20,42,39,5,5,5,0,1,19,4,1.46,2316.0,8,8,0,0,0,0,False,False,False,False,True,True,False,False,False
27,38,32,6,2,1,0,1,14,11,1.44,1498.0,8,8,0,0,0,0,False,False,False,False,True,True,False,False,False
37,39,31,8,8,3,0,0,12,14,1.29,1714.0,8,8,0,0,0,0,False,False,False,False,True,True,False,False,False
30,38,31,7,3,3,0,1,16,14,1.45,1489.0,8,8,0,0,0,0,False,False,False,False,True,True,False,False,False
20,27,16,2,3,1,0,0,6,6,1.63,852.0,8,8,0,0,0,0,False,False,False,False,True,True,False,False,False
37,38,36,0,0,2,0,0,0,0,1.28,3270.0,8,9,0,0,0,0,False,False,False,False,True,False,False,True,False
36,29,19,1,0,5,0,0,4,2,1.26,1413.0,8,9,0,0,0,0,False,False,False,False,True,False,True,False,False
33,27,23,0,1,1,0,0,0,6,1.13,1897.0,8,9,0,0,0,0,False,False,False,False,True,False,True,False,False
32,36,32,1,0,10,1,0,1,0,1.31,2836.0,8,9,0,0,0,0,False,False,False,False,True,False,True,False,False
34,36,35,0,1,7,0,0,3,1,1.37,2904.0,8,9,0,0,0,0,False,False,False,False,True,False,True,False,False
31,31,20,0,0,3,0,0,2,2,1.25,1603.0,8,9,0,0,0,0,False,False,False,False,True,False,True,False,False
28,35,29,1,3,6,0,0,4,1,1.34,2312.0,8,9,0,0,0,0,False,False,False,False,True,False,True,False,False
23,32,20,0,0,3,0,0,14,3,1.4,754.0,8,9,0,0,0,0,False,False,False,False,True,False,False,False,True
26,35,35,3,0,9,0,0,2,4,1.2,2906.0,8,9,0,0,0,0,False,False,False,False,True,False,False,False,True
24,34,28,3,2,7,0,0,6,6,1.43,1983.0,8,9,0,0,0,0,False,False,False,False,True,False,False,False,True
34,34,18,0,0,7,0,0,9,4,1.28,988.0,8,9,0,0,0,0,False,False,False,False,True,False,False,False,True
26,32,27,0,0,8,0,0,1,7,1.37,2148.0,8,9,0,0,0,0,False,False,False,False,True,False,False,False,True
28,37,36,6,7,4,0,0,3,31,1.28,2471.0,8,9,0,0,0,0,False,False,False,False,True,False,False,False,True
28,29,29,1,0,8,0,0,2,4,1.45,2379.0,8,9,0,0,0,0,False,False,False,False,True,False,False,False,True
23,35,26,3,3,3,0,0,12,8,1.12,1379.0,8,9,0,0,0,0,False,False,False,False,True,True,False,False,False
25,22,22,9,1,1,0,0,2,6,1.23,1793.0,8,9,0,0,0,0,False,False,False,False,True,True,False,False,False
31,27,23,2,2,2,1,0,17,5,1.17,824.0,8,9,0,0,0,0,False,False,False,False,True,True,False,False,False
36,39,20,5,0,2,0,0,9,5,0.8,1069.0,8,9,0,0,0,0,False,False,False,False,True,True,False,False,False
29,27,26,5,7,9,0,1,7,14,1.46,1653.0,8,9,0,0,0,0,False,False,False,False,True,True,False,False,False
32,15,14,1,0,2,0,0,6,6,1.43,650.0,8,9,0,0,0,0,False,False,False,False,True,True,False,False,False
22,27,25,0,0,2,0,0,0,0,1.32,2250.0,8,10,0,0,0,0,False,False,False,False,True,False,False,True,False
25,39,14,0,0,0,0,0,0,0,0.93,1290.0,8,10,0,0,0,0,False,False,False,False,True,False,False,True,False
22,39,36,3,3,3,0,0,0,2,1.11,3193.0,8,10,0,0,0,0,False,False,False,False,True,False,True,False,False
23,34,34,0,0,6,2,0,3,4,1.18,2711.0,8,10,0,0,0,0,False,False,False,False,True,False,True,False,False
28,26,25,0,4,4,0,0,1,3,1.2,2133.0,8,10,0,0,0,0,False,False,False,False,True,False,True,False,False
28,35,28,1,0,5,1,0,3,3,1.21,2236.0,8,10,0,0,0,0,False,False,False,False,True,False,True,False,False
24,22,18,0,0,7,0,0,1,3,1.44,1405.0,8,10,0,0,0,0,False,False,False,False,True,False,True,False,False
34,32,29,0,1,7,0,0,0,1,1.21,2567.0,8,10,0,0,0,0,False,False,False,False,True,False,True,False,False
30,28,11,0,0,4,0,0,4,3,1.45,664.0,8,10,0,0,0,0,False,False,False,False,True,False,True,False,False
24,16,11,0,0,0,0,0,3,0,1.64,768.0,8,10,0,0,0,0,False,False,False,False,True,False,True,False,False
30,16,13,0,1,0,1,0,7,1,0.92,640.0,8,10,0,0,0,0,False,False,False,False,True,False,True,False,False
19,38,18,0,1,2,0,0,6,4,0.61,1086.0,8,10,0,0,0,0,False,False,False,False,True,False,False,False,True
24,38,16,0,2,0,0,0,10,5,0.56,680.0,8,10,0,0,0,0,False,False,False,False,True,False,False,False,True
24,37,25,2,1,2,0,0,17,4,1.36,944.0,8,10,0,0,0,0,False,False,False,False,True,False,False,False,True
27,35,34,3,4,10,0,0,0,3,1.26,3050.0,8,10,0,0,0,0,False,False,False,False,True,False,False,False,True
30,13,12,0,0,4,0,0,0,6,1.0,931.0,8,10,0,0,0,0,False,False,False,False,True,False,False,False,True
30,21,18,3,0,4,0,0,4,7,1.61,1200.0,8,10,0,0,0,0,False,False,False,False,True,False,False,False,True
29,29,27,3,1,6,1,0,5,13,1.41,1787.0,8,10,0,0,0,0,False,False,False,False,True,False,False,False,True
21,21,19,6,1,4,0,0,4,14,1.58,1172.0,8,10,0,0,0,0,False,False,False,False,True,True,False,False,False
26,26,26,15,2,3,0,1,3,5,1.31,2037.0,8,10,0,0,0,0,False,False,False,False,True,True,False,False,False
26,17,17,1,1,1,0,2,3,7,1.06,1188.0,8,10,0,0,0,0,False,False,False,False,True,True,False,False,False
27,14,11,4,1,1,0,0,5,6,1.09,547.0,8,10,0,0,0,0,False,False,False,False,True,True,False,False,False
28,17,14,3,2,1,0,0,6,3,1.07,843.0,8,10,0,0,0,0,False,False,False,False,True,True,False,False,False
27,37,21,0,0,2,0,0,16,5,0.95,707.0,8,10,0,0,0,0,False,False,False,False,True,True,False,False,False
31,28,16,0,0,0,0,0,6,5,0.75,881.0,8,10,0,0,0,0,False,False,False,False,True,True,False,False,False
24,32,32,0,0,2,0,0,0,0,1.13,2880.0,8,11,0,0,0,0,False,False,False,False,True,False,False,True,False
24,37,37,0,1,6,1,0,0,0,1.24,3330.0,8,11,0,0,0,0,False,False,False,False,True,False,True,False,False
21,22,11,0,0,3,0,0,0,1,1.09,980.0,8,11,0,0,0,0,False,False,False,False,True,False,True,False,False
21,39,17,0,0,0,0,0,14,2,0.71,533.0,8,11,0,0,0,0,False,False,False,False,True,False,True,False,False
26,29,25,1,0,5,0,0,1,7,1.4,1955.0,8,11,0,0,0,0,False,False,False,False,True,False,True,False,False
29,38,18,0,0,3,0,0,5,5,1.17,1224.0,8,11,0,0,0,0,False,False,False,False,True,False,True,False,False
29,30,24,1,0,4,0,0,1,0,1.46,2080.0,8,11,0,0,0,0,False,False,False,False,True,False,True,False,False
25,28,27,2,0,8,1,0,0,0,1.19,2379.0,8,11,0,0,0,0,False,False,False,False,True,False,True,False,False
21,37,36,5,4,5,1,0,0,9,1.28,3126.0,8,11,0,0,0,0,False,False,False,False,True,False,False,False,True
21,33,33,2,1,11,0,0,4,11,1.24,2489.0,8,11,0,0,0,0,False,False,False,False,True,False,False,False,True
21,36,16,1,0,3,0,0,11,4,1.38,543.0,8,11,0,0,0,0,False,False,False,False,True,False,False,False,True
17,37,16,0,0,2,1,0,6,6,0.94,908.0,8,11,0,0,0,0,False,False,False,False,True,False,False,False,True
23,34,34,5,9,7,0,1,1,12,1.15,2731.0,8,11,0,0,0,0,False,False,False,False,True,False,False,False,True
23,38,12,0,0,1,0,0,8,3,1.5,466.0,8,11,0,0,0,0,False,False,False,False,True,False,False,False,True
24,32,28,2,1,10,0,0,10,11,1.32,1580.0,8,11,0,0,0,0,False,False,False,False,True,False,False,False,True
32,29,29,0,1,3,0,0,9,8,1.07,1827.0,8,11,0,0,0,0,False,False,False,False,True,False,False,False,True
21,23,17,1,0,6,0,0,13,3,1.53,590.0,8,11,0,0,0,0,False,False,False,False,True,True,False,False,False
24,39,39,6,2,2,0,0,5,5,1.18,3133.0,8,11,0,0,0,0,False,False,False,False,True,True,False,False,False
35,39,38,13,4,4,0,0,2,21,1.21,2829.0,8,11,0,0,0,0,False,False,False,False,True,True,False,False,False
25,18,14,0,0,3,0,1,12,0,0.5,335.0,8,11,0,0,0,0,False,False,False,False,True,True,False,False,False
29,40,35,0,0,3,0,0,0,0,1.17,3150.0,8,12,0,0,0,0,False,False,False,False,True,False,False,True,False
21,36,13,0,1,3,0,0,3,4,0.92,921.0,8,12,0,0,0,0,False,False,False,False,True,False,True,False,False
25,35,33,3,6,9,0,0,1,7,1.27,2781.0,8,12,0,0,0,0,False,False,False,False,True,False,True,False,False
23,23,16,0,1,3,0,0,0,0,1.06,1440.0,8,12,0,0,0,0,False,False,False,False,True,False,True,False,False
27,39,35,0,1,10,0,0,0,1,1.17,3142.0,8,12,0,0,0,0,False,False,False,False,True,False,True,False,False
31,40,29,1,0,3,2,0,4,7,1.34,2103.0,8,12,0,0,0,0,False,False,False,False,True,False,True,False,False
32,33,24,2,0,10,0,0,1,2,1.46,2054.0,8,12,0,0,0,0,False,False,False,False,True,False,True,False,False
34,40,38,2,1,4,0,0,0,1,1.24,3411.0,8,12,0,0,0,0,False,False,False,False,True,False,True,False,False
23,40,26,1,1,4,0,0,12,8,0.96,1351.0,8,12,0,0,0,0,False,False,False,False,True,False,False,False,True
20,35,33,4,2,7,0,0,11,13,1.15,2014.0,8,12,0,0,0,0,False,False,False,False,True,False,False,False,True
23,39,37,5,2,6,0,0,9,17,1.35,2459.0,8,12,0,0,0,0,False,False,False,False,True,False,False,False,True
